UTC Time,Time,Angle,Confidence
2025-04-17T19:49:29.803,0.23234796524047852,,0.0
2025-04-17T19:49:30.000,0.429091215133667,,0.0
2025-04-17T19:49:30.104,0.5331101417541504,,0.0
2025-04-17T19:49:30.201,0.630169153213501,,0.0
2025-04-17T19:49:30.300,0.7297701835632324,,0.0
2025-04-17T19:49:30.400,0.8295981884002686,,0.0
2025-04-17T19:49:30.500,0.9294981956481934,,0.0
2025-04-17T19:49:30.601,1.03000807762146,,0.0
2025-04-17T19:49:30.700,1.1292569637298584,,0.0
2025-04-17T19:49:30.800,1.2292072772979736,,0.0
2025-04-17T19:49:30.899,1.3287460803985596,,0.0
2025-04-17T19:49:31.000,1.4295291900634766,,0.0
2025-04-17T19:49:31.100,1.5295722484588623,,0.0
2025-04-17T19:49:31.200,1.6294991970062256,,0.0
2025-04-17T19:49:31.300,1.7292680740356445,,0.0
2025-04-17T19:49:31.400,1.8291430473327637,,0.0
2025-04-17T19:49:31.499,1.92879319190979,,0.0
2025-04-17T19:49:31.600,2.0291342735290527,,0.0
2025-04-17T19:49:31.700,2.1294021606445312,,0.0
2025-04-17T19:49:31.800,2.229361057281494,,0.0
2025-04-17T19:49:31.900,2.3289191722869873,,0.0
2025-04-17T19:49:32.000,2.4292752742767334,,0.0
2025-04-17T19:49:32.100,2.52937912940979,,0.0
2025-04-17T19:49:32.199,2.6287472248077393,,0.0
2025-04-17T19:49:32.299,2.7286832332611084,,0.0
2025-04-17T19:49:32.399,2.8286123275756836,,0.0
2025-04-17T19:49:32.499,2.9287941455841064,,0.0
2025-04-17T19:49:32.599,3.0282750129699707,,0.0
2025-04-17T19:49:32.700,3.1295151710510254,,0.0
2025-04-17T19:49:32.799,3.2282309532165527,,0.0
2025-04-17T19:49:32.898,3.327524185180664,,0.0
2025-04-17T19:49:32.999,3.428532123565674,,0.0
2025-04-17T19:49:33.099,3.5283472537994385,,0.0
2025-04-17T19:49:33.198,3.6276471614837646,,0.0
2025-04-17T19:49:33.300,3.7290849685668945,,0.0
2025-04-17T19:49:33.399,3.8282392024993896,,0.0
2025-04-17T19:49:33.499,3.9282071590423584,,0.0
2025-04-17T19:49:33.599,4.028139114379883,,0.0
2025-04-17T19:49:33.699,4.127923011779785,,0.0
2025-04-17T19:49:33.799,4.228097200393677,,0.0
2025-04-17T19:49:33.899,4.328761100769043,,0.0
2025-04-17T19:49:33.999,4.428476095199585,,0.0
2025-04-17T19:49:34.098,4.52744722366333,,0.0
2025-04-17T19:49:34.198,4.627573013305664,,0.0
2025-04-17T19:49:34.299,4.727928161621094,,0.0
2025-04-17T19:49:34.398,4.827885150909424,,0.0
2025-04-17T19:49:34.498,4.927337169647217,,0.0
2025-04-17T19:49:34.598,5.027546167373657,,0.0
2025-04-17T19:49:34.698,5.127823114395142,,0.0
2025-04-17T19:49:34.798,5.227502107620239,,0.0
2025-04-17T19:49:34.898,5.326972961425781,,0.0
2025-04-17T19:49:34.998,5.427420139312744,,0.0
2025-04-17T19:49:35.098,5.527431011199951,,0.0
2025-04-17T19:49:35.198,5.6270432472229,,0.0
2025-04-17T19:49:35.298,5.727366924285889,,0.0
2025-04-17T19:49:35.398,5.827419996261597,,0.0
2025-04-17T19:49:35.498,5.9274821281433105,,0.0
2025-04-17T19:49:35.597,6.026776075363159,,0.0
2025-04-17T19:49:35.698,6.12689208984375,,0.0
2025-04-17T19:49:35.798,6.227510213851929,,0.0
2025-04-17T19:49:35.897,6.3267903327941895,,0.0
2025-04-17T19:49:35.998,6.427152156829834,,0.0
2025-04-17T19:49:36.097,6.526882171630859,,0.0
2025-04-17T19:49:36.197,6.626518249511719,,0.0
