UTC Time,Elapsed Time (s),Angle (degrees),Current,Confidence
2025-04-17T19:39:59.840147+00:00,0.029,NaN,0.5,0
2025-04-17T19:39:59.980986+00:00,0.169,NaN,0.5,0
2025-04-17T19:40:00.105300+00:00,0.294,NaN,0.5,0
2025-04-17T19:40:00.213643+00:00,0.402,NaN,0.5,0
2025-04-17T19:40:00.338775+00:00,0.527,NaN,0.5,0
2025-04-17T19:40:00.448140+00:00,0.637,NaN,0.5,0
2025-04-17T19:40:00.572591+00:00,0.761,NaN,0.5,0
2025-04-17T19:40:00.681659+00:00,0.870,NaN,0.5,0
2025-04-17T19:40:00.806517+00:00,0.995,NaN,0.5,0
2025-04-17T19:40:00.915238+00:00,1.104,NaN,0.5,0
2025-04-17T19:40:01.039387+00:00,1.228,NaN,0.5,0
2025-04-17T19:40:01.148063+00:00,1.337,NaN,0.5,0
2025-04-17T19:40:01.271078+00:00,1.460,NaN,0.5,0
2025-04-17T19:40:01.380242+00:00,1.569,NaN,0.5,0
2025-04-17T19:40:01.504807+00:00,1.693,NaN,0.5,0
2025-04-17T19:40:01.613027+00:00,1.802,NaN,0.5,0
2025-04-17T19:40:01.737527+00:00,1.926,NaN,0.5,0
2025-04-17T19:40:01.844894+00:00,2.033,NaN,0.5,0
2025-04-17T19:40:01.969983+00:00,2.158,NaN,0.5,0
2025-04-17T19:40:02.079097+00:00,2.268,NaN,0.5,0
2025-04-17T19:40:02.202979+00:00,2.391,NaN,0.5,0
2025-04-17T19:40:02.311653+00:00,2.500,NaN,0.5,0
2025-04-17T19:40:02.436401+00:00,2.625,NaN,0.5,0
2025-04-17T19:40:02.544578+00:00,2.733,NaN,0.5,0
2025-04-17T19:40:02.668663+00:00,2.857,NaN,0.5,0
2025-04-17T19:40:02.778851+00:00,2.967,NaN,0.5,0
2025-04-17T19:40:02.901538+00:00,3.090,NaN,0.5,0
2025-04-17T19:40:03.009540+00:00,3.198,100.5,0.5,42.5
2025-04-17T19:40:03.134546+00:00,3.323,96.7,0.5,62.8
2025-04-17T19:40:03.244328+00:00,3.433,95.3,0.5,47.6
2025-04-17T19:40:03.369647+00:00,3.558,94.7,0.5,0.0
2025-04-17T19:40:03.477288+00:00,3.666,94.7,0.5,0.0
2025-04-17T19:40:03.601857+00:00,3.790,94.7,0.5,0.0
2025-04-17T19:40:03.711104+00:00,3.900,94.7,0.5,0.0
2025-04-17T19:40:03.835077+00:00,4.024,94.7,0.5,0.0
2025-04-17T19:40:03.944626+00:00,4.133,94.7,0.5,0.0
2025-04-17T19:40:04.067262+00:00,4.256,94.7,0.5,0.0
2025-04-17T19:40:04.175488+00:00,4.364,94.7,0.5,0.0
2025-04-17T19:40:04.315143+00:00,4.504,94.7,0.5,0.0
2025-04-17T19:40:04.439284+00:00,4.628,94.7,0.5,0.0
2025-04-17T19:40:04.548537+00:00,4.737,94.7,0.5,0.0
2025-04-17T19:40:04.672551+00:00,4.861,94.7,0.5,0.0
2025-04-17T19:40:04.816399+00:00,5.005,94.7,0.5,0.0
2025-04-17T19:40:04.939583+00:00,5.128,94.9,0.5,42.5
2025-04-17T19:40:05.046606+00:00,5.235,96.3,0.5,43.5
2025-04-17T19:40:05.171152+00:00,5.360,101.5,0.5,19.4
2025-04-17T19:40:05.279057+00:00,5.468,111.5,0.5,16.0
2025-04-17T19:40:05.403587+00:00,5.592,159.5,0.5,26.1
2025-04-17T19:40:05.513372+00:00,5.702,230.9,0.5,46.6
2025-04-17T19:40:05.636497+00:00,5.825,303.0,0.5,43.6
2025-04-17T19:40:05.744850+00:00,5.933,83.3,0.5,32.3
2025-04-17T19:40:05.870858+00:00,6.059,90.1,0.5,25.9
2025-04-17T19:40:05.981674+00:00,6.170,91.1,0.5,23.7
