UTC Time,Elapsed Time (s),Angle (degrees),Current,Confidence
2025-04-17T20:28:38.762514+00:00,0.028,74.4,3.5,10.5
2025-04-17T20:28:38.870525+00:00,0.136,74.4,3.5,0.0
2025-04-17T20:28:38.995476+00:00,0.261,74.4,3.5,0.0
2025-04-17T20:28:39.104188+00:00,0.370,74.4,3.5,0.0
2025-04-17T20:28:39.226400+00:00,0.492,74.4,3.5,0.0
2025-04-17T20:28:39.334600+00:00,0.600,89.5,3.5,0.0
2025-04-17T20:28:39.460055+00:00,0.726,89.5,3.5,0.0
2025-04-17T20:28:39.567346+00:00,0.833,89.5,3.5,0.0
2025-04-17T20:28:39.707826+00:00,0.973,89.5,3.5,0.0
2025-04-17T20:28:39.833304+00:00,1.099,52.2,3.5,15.0
2025-04-17T20:28:39.975033+00:00,1.241,3.2,3.5,7.4
2025-04-17T20:28:40.097420+00:00,1.363,1.0,3.5,0.0
2025-04-17T20:28:40.206902+00:00,1.473,16.4,3.5,0.5
2025-04-17T20:28:40.330355+00:00,1.596,16.4,3.5,0.0
2025-04-17T20:28:40.438727+00:00,1.704,16.4,3.5,0.0
2025-04-17T20:28:40.563465+00:00,1.829,16.4,3.5,0.0
2025-04-17T20:28:40.672351+00:00,1.938,16.4,3.5,0.0
2025-04-17T20:28:40.797783+00:00,2.063,16.4,3.5,0.0
2025-04-17T20:28:40.906435+00:00,2.172,16.4,3.5,0.0
2025-04-17T20:28:41.032438+00:00,2.298,358.8,3.5,57.9
2025-04-17T20:28:41.140074+00:00,2.406,11.9,3.5,25.7
2025-04-17T20:28:41.262724+00:00,2.528,53.9,3.5,25.0
2025-04-17T20:28:41.371328+00:00,2.637,72.2,3.5,0.0
2025-04-17T20:28:41.494781+00:00,2.760,72.2,3.5,0.0
2025-04-17T20:28:41.603354+00:00,2.869,72.2,3.5,0.0
2025-04-17T20:28:41.727479+00:00,2.993,72.2,3.5,0.0
2025-04-17T20:28:41.836647+00:00,3.102,72.2,3.5,3.5
2025-04-17T20:28:41.961228+00:00,3.227,20.9,3.5,40.0
2025-04-17T20:28:42.069507+00:00,3.335,357.6,3.5,94.2
2025-04-17T20:28:42.195361+00:00,3.461,16.5,3.5,33.9
2025-04-17T20:28:42.303057+00:00,3.569,16.5,3.5,0.0
2025-04-17T20:28:42.427771+00:00,3.693,16.5,3.5,0.0
2025-04-17T20:28:42.536852+00:00,3.802,16.5,3.5,0.0
2025-04-17T20:28:42.661872+00:00,3.927,16.5,3.5,0.0
2025-04-17T20:28:42.769392+00:00,4.035,16.5,3.5,0.0
2025-04-17T20:28:42.893597+00:00,4.159,71.8,3.5,0.0
2025-04-17T20:28:43.002006+00:00,4.268,71.8,3.5,0.0
2025-04-17T20:28:43.126795+00:00,4.392,71.8,3.5,0.0
2025-04-17T20:28:43.234279+00:00,4.500,71.8,3.5,0.0
2025-04-17T20:28:43.373154+00:00,4.639,71.8,3.5,0.0
2025-04-17T20:28:43.497437+00:00,4.763,71.8,3.5,0.0
2025-04-17T20:28:43.607110+00:00,4.873,71.8,3.5,0.0
2025-04-17T20:28:43.729168+00:00,4.995,71.8,3.5,0.0
2025-04-17T20:28:43.837954+00:00,5.104,71.8,3.5,0.0
2025-04-17T20:28:43.961636+00:00,5.227,71.8,3.5,0.0
2025-04-17T20:28:44.071877+00:00,5.338,71.8,3.5,0.0
2025-04-17T20:28:44.198147+00:00,5.464,71.8,3.5,0.0
2025-04-17T20:28:44.304791+00:00,5.570,71.8,3.5,0.0
2025-04-17T20:28:44.430238+00:00,5.696,71.8,3.5,0.0
2025-04-17T20:28:44.537567+00:00,5.803,71.8,3.5,0.0
2025-04-17T20:28:44.661215+00:00,5.927,71.8,3.5,0.0
2025-04-17T20:28:44.770577+00:00,6.036,71.8,3.5,0.0
2025-04-17T20:28:44.894615+00:00,6.160,71.8,3.5,0.0
2025-04-17T20:28:45.002418+00:00,6.268,71.8,3.5,0.0
2025-04-17T20:28:45.126904+00:00,6.393,71.8,3.5,0.0
2025-04-17T20:28:45.235523+00:00,6.501,71.8,3.5,0.0
2025-04-17T20:28:45.374420+00:00,6.640,71.8,3.5,0.0
2025-04-17T20:28:45.497763+00:00,6.763,71.8,3.5,0.0
2025-04-17T20:28:45.606259+00:00,6.872,71.8,3.5,0.0
2025-04-17T20:28:45.730051+00:00,6.996,71.8,3.5,0.0
2025-04-17T20:28:45.839281+00:00,7.105,71.8,3.5,0.0
2025-04-17T20:28:45.963608+00:00,7.229,71.8,3.5,0.0
2025-04-17T20:28:46.075714+00:00,7.341,71.8,3.5,0.0
2025-04-17T20:28:46.198372+00:00,7.464,71.8,3.5,0.0
2025-04-17T20:28:46.307063+00:00,7.573,71.8,3.5,0.0
2025-04-17T20:28:46.430986+00:00,7.697,71.8,3.5,0.0
2025-04-17T20:28:46.539267+00:00,7.805,71.8,3.5,0.0
2025-04-17T20:28:46.662789+00:00,7.928,71.8,3.5,0.0
2025-04-17T20:28:46.769360+00:00,8.035,71.8,3.5,0.0
2025-04-17T20:28:46.894289+00:00,8.160,71.8,3.5,0.0
2025-04-17T20:28:47.001817+00:00,8.267,71.8,3.5,0.0
2025-04-17T20:28:47.141846+00:00,8.407,71.8,3.5,0.0
2025-04-17T20:28:47.266177+00:00,8.532,71.8,3.5,0.0
2025-04-17T20:28:47.374925+00:00,8.641,71.8,3.5,0.0
2025-04-17T20:28:47.499875+00:00,8.765,71.8,3.5,0.0
2025-04-17T20:28:47.639223+00:00,8.905,173.4,3.5,0.0
2025-04-17T20:28:47.762731+00:00,9.028,148.3,3.5,11.3
2025-04-17T20:28:47.870912+00:00,9.137,117.3,3.5,0.0
2025-04-17T20:28:47.994878+00:00,9.261,117.3,3.5,0.0
2025-04-17T20:28:48.104670+00:00,9.370,117.3,3.5,0.0
2025-04-17T20:28:48.227208+00:00,9.493,117.3,3.5,0.0
2025-04-17T20:28:48.335377+00:00,9.601,117.3,3.5,0.0
2025-04-17T20:28:48.460377+00:00,9.726,117.3,3.5,0.0
2025-04-17T20:28:48.568026+00:00,9.834,117.3,3.5,0.0
2025-04-17T20:28:48.708074+00:00,9.974,117.3,3.5,0.0
2025-04-17T20:28:48.831389+00:00,10.097,117.3,3.5,0.0
2025-04-17T20:28:48.939840+00:00,10.205,117.3,3.5,0.0
2025-04-17T20:28:49.065504+00:00,10.331,117.3,3.5,0.0
2025-04-17T20:28:49.173121+00:00,10.439,117.3,3.5,0.0
2025-04-17T20:28:49.295710+00:00,10.561,117.3,3.5,0.0
