UTC Time,Elapsed Time (s),Angle (degrees),Current,Confidence
2025-04-17T20:13:34.475465+00:00,0.029,NaN,2,0
2025-04-17T20:13:34.600811+00:00,0.155,NaN,2,0
2025-04-17T20:13:34.709088+00:00,0.263,NaN,2,0
2025-04-17T20:13:34.833803+00:00,0.388,NaN,2,0
2025-04-17T20:13:34.942801+00:00,0.497,NaN,2,0
2025-04-17T20:13:35.066019+00:00,0.620,NaN,2,0
2025-04-17T20:13:35.174694+00:00,0.729,NaN,2,0
2025-04-17T20:13:35.298910+00:00,0.853,NaN,2,0
2025-04-17T20:13:35.409219+00:00,0.963,NaN,2,0
2025-04-17T20:13:35.534705+00:00,1.089,NaN,2,0
2025-04-17T20:13:35.642556+00:00,1.196,NaN,2,0
2025-04-17T20:13:35.768280+00:00,1.322,NaN,2,0
2025-04-17T20:13:35.876952+00:00,1.431,NaN,2,0
2025-04-17T20:13:36.000144+00:00,1.554,NaN,2,0
2025-04-17T20:13:36.109600+00:00,1.663,NaN,2,0
2025-04-17T20:13:36.234131+00:00,1.788,NaN,2,0
2025-04-17T20:13:36.341462+00:00,1.895,NaN,2,0
2025-04-17T20:13:36.466386+00:00,2.020,NaN,2,0
2025-04-17T20:13:36.574782+00:00,2.129,NaN,2,0
2025-04-17T20:13:36.700567+00:00,2.254,NaN,2,0
2025-04-17T20:13:36.811350+00:00,2.365,NaN,2,0
2025-04-17T20:13:36.935231+00:00,2.489,191.1,2,0.0
2025-04-17T20:13:37.041927+00:00,2.596,179.3,2,0.0
2025-04-17T20:13:37.166844+00:00,2.721,179.3,2,0.0
2025-04-17T20:13:37.274588+00:00,2.828,179.3,2,0.0
2025-04-17T20:13:37.399116+00:00,2.953,179.3,2,0.0
2025-04-17T20:13:37.505585+00:00,3.059,179.3,2,0.0
2025-04-17T20:13:37.630241+00:00,3.184,179.3,2,0.0
2025-04-17T20:13:37.738500+00:00,3.292,179.3,2,0.0
2025-04-17T20:13:37.876876+00:00,3.431,179.3,2,0.0
2025-04-17T20:13:38.002455+00:00,3.556,179.3,2,0.0
2025-04-17T20:13:38.110175+00:00,3.664,179.3,2,0.0
2025-04-17T20:13:38.236411+00:00,3.790,169.8,2,0.0
2025-04-17T20:13:38.378736+00:00,3.933,145.5,2,4.4
2025-04-17T20:13:38.505429+00:00,4.059,145.5,2,0.0
2025-04-17T20:13:38.632220+00:00,4.186,145.5,2,0.0
2025-04-17T20:13:38.741328+00:00,4.295,145.5,2,0.0
2025-04-17T20:13:38.864202+00:00,4.418,145.5,2,0.0
2025-04-17T20:13:38.973295+00:00,4.527,145.5,2,0.0
2025-04-17T20:13:39.111451+00:00,4.665,145.5,2,0.0
2025-04-17T20:13:39.237222+00:00,4.791,145.5,2,0.0
2025-04-17T20:13:39.378222+00:00,4.932,145.5,2,0.0
2025-04-17T20:13:39.502198+00:00,5.056,145.5,2,0.0
2025-04-17T20:13:39.613698+00:00,5.168,119.5,2,19.8
2025-04-17T20:13:39.734961+00:00,5.289,104.1,2,21.9
2025-04-17T20:13:39.843502+00:00,5.397,91.5,2,23.4
2025-04-17T20:13:39.969714+00:00,5.524,90.7,2,10.2
2025-04-17T20:13:40.077188+00:00,5.631,91.0,2,23.4
2025-04-17T20:13:40.201700+00:00,5.756,89.9,2,0.0
2025-04-17T20:13:40.310167+00:00,5.864,89.9,2,0.0
2025-04-17T20:13:40.437501+00:00,5.991,89.9,2,0.0
2025-04-17T20:13:40.577688+00:00,6.132,89.9,2,0.0
2025-04-17T20:13:40.703375+00:00,6.257,89.9,2,0.0
2025-04-17T20:13:40.811928+00:00,6.366,83.6,2,3.4
2025-04-17T20:13:40.937554+00:00,6.491,103.1,2,8.1
2025-04-17T20:13:41.076384+00:00,6.630,199.0,2,0.0
2025-04-17T20:13:41.202558+00:00,6.756,88.0,2,5.8
2025-04-17T20:13:41.310270+00:00,6.864,84.0,2,0.0
2025-04-17T20:13:41.434953+00:00,6.989,84.0,2,0.0
2025-04-17T20:13:41.544086+00:00,7.098,84.0,2,0.0
2025-04-17T20:13:41.667836+00:00,7.222,84.0,2,0.0
2025-04-17T20:13:41.777039+00:00,7.331,84.0,2,0.0
2025-04-17T20:13:41.900457+00:00,7.454,84.0,2,0.0
2025-04-17T20:13:42.007370+00:00,7.561,84.0,2,0.0
2025-04-17T20:13:42.131319+00:00,7.685,84.0,2,0.0
2025-04-17T20:13:42.241666+00:00,7.796,84.0,2,0.0
2025-04-17T20:13:42.367058+00:00,7.921,11.8,2,23.2
2025-04-17T20:13:42.476935+00:00,8.031,17.1,2,0.0
2025-04-17T20:13:42.602179+00:00,8.156,61.8,2,12.9
2025-04-17T20:13:42.711425+00:00,8.265,86.8,2,15.9
2025-04-17T20:13:42.835837+00:00,8.390,103.3,2,5.4
2025-04-17T20:13:42.944086+00:00,8.498,112.7,2,0.0
2025-04-17T20:13:43.068261+00:00,8.622,112.7,2,0.0
2025-04-17T20:13:43.176960+00:00,8.731,112.7,2,0.0
2025-04-17T20:13:43.301146+00:00,8.855,112.7,2,0.0
2025-04-17T20:13:43.409436+00:00,8.963,112.7,2,0.0
2025-04-17T20:13:43.533922+00:00,9.088,112.7,2,0.0
2025-04-17T20:13:43.642072+00:00,9.196,112.7,2,0.0
2025-04-17T20:13:43.768481+00:00,9.322,112.7,2,0.0
2025-04-17T20:13:43.876845+00:00,9.431,112.7,2,0.0
2025-04-17T20:13:43.999988+00:00,9.554,112.7,2,0.0
2025-04-17T20:13:44.106378+00:00,9.660,112.7,2,0.0
2025-04-17T20:13:44.229868+00:00,9.784,103.5,2,2.3
2025-04-17T20:13:44.338225+00:00,9.892,103.5,2,0.0
2025-04-17T20:13:44.445789+00:00,10.000,103.5,2,0.0
2025-04-17T20:13:44.570659+00:00,10.125,103.5,2,0.0
2025-04-17T20:13:44.678553+00:00,10.232,103.5,2,0.0
2025-04-17T20:13:44.804538+00:00,10.358,83.2,2,9.0
2025-04-17T20:13:44.910733+00:00,10.465,75.9,2,0.8
2025-04-17T20:13:45.036103+00:00,10.590,75.9,2,0.0
2025-04-17T20:13:45.145019+00:00,10.699,75.9,2,0.0
2025-04-17T20:13:45.269598+00:00,10.823,75.9,2,0.0
2025-04-17T20:13:45.378608+00:00,10.932,75.9,2,0.0
2025-04-17T20:13:45.502597+00:00,11.056,85.5,2,0.0
2025-04-17T20:13:45.610359+00:00,11.164,85.5,2,0.0
2025-04-17T20:13:45.733756+00:00,11.288,85.5,2,0.0
2025-04-17T20:13:45.842740+00:00,11.397,85.5,2,0.0
2025-04-17T20:13:45.967167+00:00,11.521,85.5,2,0.0
2025-04-17T20:13:46.073925+00:00,11.628,85.5,2,0.0
2025-04-17T20:13:46.213130+00:00,11.767,85.5,2,0.0
2025-04-17T20:13:46.338367+00:00,11.892,85.5,2,0.0
2025-04-17T20:13:46.477923+00:00,12.032,85.5,2,0.0
2025-04-17T20:13:46.603225+00:00,12.157,85.5,2,0.0
2025-04-17T20:13:46.709943+00:00,12.264,85.5,2,0.0
2025-04-17T20:13:46.835275+00:00,12.389,85.5,2,0.0
2025-04-17T20:13:46.944886+00:00,12.499,85.5,2,0.0
2025-04-17T20:13:47.067981+00:00,12.622,85.5,2,0.0
2025-04-17T20:13:47.176550+00:00,12.730,85.5,2,0.0
2025-04-17T20:13:47.298947+00:00,12.853,85.5,2,0.0
2025-04-17T20:13:47.408061+00:00,12.962,85.5,2,0.0
2025-04-17T20:13:47.532105+00:00,13.086,85.5,2,0.0
2025-04-17T20:13:47.640834+00:00,13.195,55.9,2,0.0
2025-04-17T20:13:47.765080+00:00,13.319,55.9,2,0.0
2025-04-17T20:13:47.873023+00:00,13.427,55.9,2,0.0
2025-04-17T20:13:47.998865+00:00,13.553,55.9,2,0.0
2025-04-17T20:13:48.106109+00:00,13.660,67.4,2,7.1
2025-04-17T20:13:48.230165+00:00,13.784,78.2,2,0.0
2025-04-17T20:13:48.338476+00:00,13.892,78.2,2,0.0
2025-04-17T20:13:48.478332+00:00,14.032,78.2,2,0.0
2025-04-17T20:13:48.603201+00:00,14.157,78.2,2,0.0
2025-04-17T20:13:48.710039+00:00,14.264,78.2,2,0.0
2025-04-17T20:13:48.836002+00:00,14.390,78.2,2,0.0
2025-04-17T20:13:48.944589+00:00,14.498,56.2,2,0.0
2025-04-17T20:13:49.070036+00:00,14.624,56.2,2,0.0
2025-04-17T20:13:49.209610+00:00,14.763,56.2,2,0.0
2025-04-17T20:13:49.334650+00:00,14.888,56.2,2,0.0
2025-04-17T20:13:49.444062+00:00,14.998,56.2,2,0.0
2025-04-17T20:13:49.567958+00:00,15.122,79.5,2,0.0
2025-04-17T20:13:49.676280+00:00,15.230,79.5,2,0.0
2025-04-17T20:13:49.799750+00:00,15.354,79.5,2,0.0
2025-04-17T20:13:49.907599+00:00,15.461,79.5,2,0.0
2025-04-17T20:13:50.031539+00:00,15.585,79.5,2,0.0
2025-04-17T20:13:50.140858+00:00,15.695,79.5,2,0.0
2025-04-17T20:13:50.263997+00:00,15.818,59.2,2,4.5
2025-04-17T20:13:50.373039+00:00,15.927,59.2,2,0.0
2025-04-17T20:13:50.495975+00:00,16.050,59.2,2,0.0
2025-04-17T20:13:50.606264+00:00,16.160,59.2,2,0.0
2025-04-17T20:13:50.744450+00:00,16.298,59.2,2,0.0
2025-04-17T20:13:50.868657+00:00,16.423,82.1,2,0.0
2025-04-17T20:13:50.976448+00:00,16.530,82.1,2,0.0
2025-04-17T20:13:51.100506+00:00,16.654,82.1,2,0.0
2025-04-17T20:13:51.210342+00:00,16.764,82.1,2,0.0
2025-04-17T20:13:51.335525+00:00,16.889,82.1,2,0.0
2025-04-17T20:13:51.442928+00:00,16.997,82.1,2,0.0
2025-04-17T20:13:51.568029+00:00,17.122,82.1,2,0.0
2025-04-17T20:13:51.676305+00:00,17.230,34.1,2,18.6
2025-04-17T20:13:51.802323+00:00,17.356,6.6,2,37.4
2025-04-17T20:13:51.909820+00:00,17.464,8.7,2,40.3
2025-04-17T20:13:52.035261+00:00,17.589,39.6,2,20.1
2025-04-17T20:13:52.144251+00:00,17.698,72.8,2,16.3
2025-04-17T20:13:52.270051+00:00,17.824,122.6,2,7.6
2025-04-17T20:13:52.378218+00:00,17.932,153.5,2,35.4
2025-04-17T20:13:52.505183+00:00,18.059,173.2,2,43.3
2025-04-17T20:13:52.611398+00:00,18.165,164.0,2,40.5
2025-04-17T20:13:52.735179+00:00,18.289,128.5,2,12.8
2025-04-17T20:13:52.844351+00:00,18.398,92.6,2,18.4
2025-04-17T20:13:52.970149+00:00,18.524,45.8,2,22.1
2025-04-17T20:13:53.079114+00:00,18.633,17.0,2,29.8
2025-04-17T20:13:53.204386+00:00,18.758,6.7,2,51.1
2025-04-17T20:13:53.312018+00:00,18.866,22.6,2,29.4
2025-04-17T20:13:53.434926+00:00,18.989,63.6,2,23.8
2025-04-17T20:13:53.543225+00:00,19.097,97.5,2,18.6
2025-04-17T20:13:53.667029+00:00,19.221,97.5,2,0.0
2025-04-17T20:13:53.773630+00:00,19.327,97.5,2,0.0
2025-04-17T20:13:53.898020+00:00,19.452,97.5,2,0.0
2025-04-17T20:13:54.007336+00:00,19.561,97.4,2,53.8
2025-04-17T20:13:54.132733+00:00,19.687,92.4,2,0.0
2025-04-17T20:13:54.240568+00:00,19.794,58.3,2,18.2
2025-04-17T20:13:54.364823+00:00,19.919,14.2,2,22.9
2025-04-17T20:13:54.473780+00:00,20.028,357.9,2,37.3
2025-04-17T20:13:54.612282+00:00,20.166,8.9,2,30.8
2025-04-17T20:13:54.736404+00:00,20.290,46.9,2,22.2
2025-04-17T20:13:54.844895+00:00,20.399,80.3,2,20.7
2025-04-17T20:13:54.971236+00:00,20.525,131.8,2,16.5
2025-04-17T20:13:55.109235+00:00,20.663,165.5,2,39.8
2025-04-17T20:13:55.233267+00:00,20.787,162.7,2,41.5
2025-04-17T20:13:55.342453+00:00,20.896,138.4,2,44.0
2025-04-17T20:13:55.464902+00:00,21.019,96.8,2,33.0
2025-04-17T20:13:55.574607+00:00,21.128,61.8,2,44.2
2025-04-17T20:13:55.698378+00:00,21.252,15.8,2,29.0
2025-04-17T20:13:55.807101+00:00,21.361,359.5,2,42.6
2025-04-17T20:13:55.930604+00:00,21.484,14.3,2,37.6
2025-04-17T20:13:56.039180+00:00,21.593,44.8,2,32.2
2025-04-17T20:13:56.164168+00:00,21.718,89.6,2,32.5
2025-04-17T20:13:56.274821+00:00,21.829,122.1,2,20.7
2025-04-17T20:13:56.398983+00:00,21.953,158.2,2,37.4
2025-04-17T20:13:56.509083+00:00,22.063,164.2,2,0.0
2025-04-17T20:13:56.632967+00:00,22.187,148.3,2,37.8
2025-04-17T20:13:56.742049+00:00,22.296,116.7,2,29.3
2025-04-17T20:13:56.865101+00:00,22.419,87.3,2,0.0
2025-04-17T20:13:56.972467+00:00,22.526,87.3,2,0.0
2025-04-17T20:13:57.097820+00:00,22.652,87.3,2,0.0
2025-04-17T20:13:57.207480+00:00,22.761,87.3,2,0.0
2025-04-17T20:13:57.330671+00:00,22.885,87.3,2,0.0
2025-04-17T20:13:57.439851+00:00,22.994,87.3,2,0.0
2025-04-17T20:13:57.564483+00:00,23.118,117.4,2,38.5
2025-04-17T20:13:57.672877+00:00,23.227,147.8,2,25.2
2025-04-17T20:13:57.811514+00:00,23.365,165.5,2,44.0
2025-04-17T20:13:57.936704+00:00,23.491,146.4,2,36.5
2025-04-17T20:13:58.045061+00:00,23.599,119.8,2,21.9
2025-04-17T20:13:58.169370+00:00,23.723,71.9,2,35.2
2025-04-17T20:13:58.310993+00:00,23.865,22.6,2,38.3
2025-04-17T20:13:58.435785+00:00,23.990,355.9,2,47.2
2025-04-17T20:13:58.543915+00:00,24.098,3.3,2,47.0
2025-04-17T20:13:58.667973+00:00,24.222,42.4,2,48.2
2025-04-17T20:13:58.778291+00:00,24.332,76.0,2,30.5
2025-04-17T20:13:58.902470+00:00,24.456,116.8,2,10.9
2025-04-17T20:13:59.011388+00:00,24.565,149.1,2,28.3
2025-04-17T20:13:59.136038+00:00,24.690,162.1,2,0.0
2025-04-17T20:13:59.244302+00:00,24.798,146.0,2,43.2
2025-04-17T20:13:59.368809+00:00,24.923,111.2,2,36.2
2025-04-17T20:13:59.476994+00:00,25.031,80.3,2,48.1
2025-04-17T20:13:59.601428+00:00,25.155,30.7,2,41.9
2025-04-17T20:13:59.709020+00:00,25.263,3.5,2,49.5
2025-04-17T20:13:59.833946+00:00,25.388,3.8,2,54.0
2025-04-17T20:13:59.942043+00:00,25.496,30.1,2,45.7
