UTC Time,Resultant Angle
2025-04-10T19:09:18.601,
2025-04-10T19:09:18.800,16.144338780283462
2025-04-10T19:09:18.900,42.51044707800085
2025-04-10T19:09:19.000,82.26640190097714
2025-04-10T19:09:19.102,121.21840276434637
2025-04-10T19:09:19.200,
2025-04-10T19:09:19.300,173.38653951768524
2025-04-10T19:09:19.399,180.0
2025-04-10T19:09:19.500,185.63068275763524
2025-04-10T19:09:19.599,166.75948008481282
2025-04-10T19:09:19.699,
2025-04-10T19:09:19.800,
2025-04-10T19:09:19.900,
2025-04-10T19:09:20.000,
2025-04-10T19:09:20.099,8.235619324209488
2025-04-10T19:09:20.199,-2.202598161765636
2025-04-10T19:09:20.299,1.2730300200569502
2025-04-10T19:09:20.399,20.22485943116808
2025-04-10T19:09:20.501,46.42026554639904
2025-04-10T19:09:20.599,82.69424046668917
2025-04-10T19:09:20.700,121.92087621993318
2025-04-10T19:09:20.800,
2025-04-10T19:09:20.900,175.03025927188978
2025-04-10T19:09:21.000,179.2151753970083
2025-04-10T19:09:21.099,178.6360724683971
2025-04-10T19:09:21.200,164.9315118405078
2025-04-10T19:09:21.298,133.93908830973578
2025-04-10T19:09:21.399,
2025-04-10T19:09:21.498,
2025-04-10T19:09:21.598,
2025-04-10T19:09:21.698,4.763641690726144
2025-04-10T19:09:21.798,0.6365935759634798
2025-04-10T19:09:21.899,2.1747441146101725
2025-04-10T19:09:21.998,21.28640511365909
2025-04-10T19:09:22.098,50.3709946955357
2025-04-10T19:09:22.198,86.59355624500527
2025-04-10T19:09:22.298,125.70669140060288
2025-04-10T19:09:22.398,
2025-04-10T19:09:22.498,177.6467031338918
2025-04-10T19:09:22.599,189.0578881286176
2025-04-10T19:09:22.698,175.9717363335148
2025-04-10T19:09:22.798,163.94001269283936
2025-04-10T19:09:22.898,88.87836730123752
2025-04-10T19:09:22.998,246.3706222693432
2025-04-10T19:09:23.098,116.565051177078
2025-04-10T19:09:23.198,87.67846941016728
2025-04-10T19:09:23.300,93.83237014430017
2025-04-10T19:09:23.398,80.88753409322689
2025-04-10T19:09:23.498,7.125016348901757
2025-04-10T19:09:23.598,29.054604099077157
2025-04-10T19:09:23.698,57.2647737278924
2025-04-10T19:09:23.798,94.08561677997488
2025-04-10T19:09:23.897,130.87240829748828
2025-04-10T19:09:23.999,95.9790922918651
2025-04-10T19:09:24.097,86.55481920875289
2025-04-10T19:09:24.198,75.20298837342547
2025-04-10T19:09:24.298,26.648504228380943
2025-04-10T19:09:24.397,56.37082009289171
2025-04-10T19:09:24.497,263.15722658736905
2025-04-10T19:09:24.597,192.9946167919165
2025-04-10T19:09:24.699,
2025-04-10T19:09:24.797,92.2025981617658
2025-04-10T19:09:24.898,82.94331283985044
2025-04-10T19:09:24.997,3.764034864905644
2025-04-10T19:09:25.097,11.9968993079236
2025-04-10T19:09:25.198,37.30394827798342
2025-04-10T19:09:25.297,66.70543674610558
2025-04-10T19:09:25.399,99.05788812861763
2025-04-10T19:09:25.497,137.04540848888723
2025-04-10T19:09:25.597,98.41694316438952
2025-04-10T19:09:25.697,81.69978223949757
2025-04-10T19:09:25.797,69.85691755470572
2025-04-10T19:09:25.897,26.35155484449467
2025-04-10T19:09:25.997,61.17278323528619
2025-04-10T19:09:26.099,80.05267735724226
2025-04-10T19:09:26.197,203.1985905136482
2025-04-10T19:09:26.297,121.26373169437744
2025-04-10T19:09:26.397,93.28253209848772
2025-04-10T19:09:26.496,83.84709651268655
2025-04-10T19:09:26.597,71.89833256255994
2025-04-10T19:09:26.696,23.385221057213744
2025-04-10T19:09:26.798,49.55376797915864
2025-04-10T19:09:26.896,78.94358701975182
2025-04-10T19:09:26.997,108.67670173219012
2025-04-10T19:09:27.096,143.13010235415598
2025-04-10T19:09:27.196,103.32273615950164
2025-04-10T19:09:27.296,86.48415048530592
2025-04-10T19:09:27.396,63.7886219821685
2025-04-10T19:09:27.497,32.49438170775142
2025-04-10T19:09:27.596,62.225297674447305
2025-04-10T19:09:27.696,83.20379013867446
2025-04-10T19:09:27.795,107.13783215978708
2025-04-10T19:09:27.895,144.46232220802565
2025-04-10T19:09:27.995,107.3116461088466
2025-04-10T19:09:28.095,87.76882539196875
2025-04-10T19:09:28.197,65.55604521958347
2025-04-10T19:09:28.295,
2025-04-10T19:09:28.395,65.37643521383639
2025-04-10T19:09:28.495,89.21517539700811
2025-04-10T19:09:28.597,116.2319399331566
2025-04-10T19:09:28.696,151.3895403340348
2025-04-10T19:09:28.795,107.92041408686214
2025-04-10T19:09:28.897,82.9905415112855
2025-04-10T19:09:28.995,62.298114526068254
2025-04-10T19:09:29.096,46.5505764303848
2025-04-10T19:09:29.196,69.49441822046238
2025-04-10T19:09:29.295,89.41342798530678
2025-04-10T19:09:29.396,191.49656301758577
2025-04-10T19:09:29.495,150.5545712700744
2025-04-10T19:09:29.597,112.7703789087622
2025-04-10T19:09:29.695,82.73675525941545
2025-04-10T19:09:29.795,61.69924423399363
2025-04-10T19:09:29.896,
2025-04-10T19:09:29.995,79.50852298766841
2025-04-10T19:09:30.095,95.9743232864806
2025-04-10T19:09:30.195,121.42956561483852
2025-04-10T19:09:30.298,163.1785901099592
2025-04-10T19:09:30.396,111.60956814815307
2025-04-10T19:09:30.498,87.29697013451438
2025-04-10T19:09:30.594,60.29232650439927
2025-04-10T19:09:30.694,63.21284125248313
2025-04-10T19:09:30.794,79.42945722186715
2025-04-10T19:09:30.894,95.35250797997534
2025-04-10T19:09:30.996,180.9240453527728
2025-04-10T19:09:31.094,150.25511870305778
2025-04-10T19:09:31.195,116.02959219151344
2025-04-10T19:09:31.294,84.14398641457105
2025-04-10T19:09:31.394,57.578935237493056
2025-04-10T19:09:31.495,81.316008345974
2025-04-10T19:09:31.594,95.26239539959512
2025-04-10T19:09:31.696,105.3955492539951
2025-04-10T19:09:31.794,132.436229788535
2025-04-10T19:09:31.895,135.90079371101996
2025-04-10T19:09:31.994,112.08433567578389
2025-04-10T19:09:32.094,81.37030276065215
2025-04-10T19:09:32.194,72.34783324781613
2025-04-10T19:09:32.294,78.40899938811224
2025-04-10T19:09:32.396,87.1502271744972
2025-04-10T19:09:32.494,189.3446719020997
2025-04-10T19:09:32.594,177.7688253919689
2025-04-10T19:09:32.694,145.4516329439887
2025-04-10T19:09:32.794,113.70264595096624
2025-04-10T19:09:32.894,85.14690361300764
2025-04-10T19:09:32.994,52.74471054642292
2025-04-10T19:09:33.095,87.74226874268275
2025-04-10T19:09:33.194,99.70665240933972
2025-04-10T19:09:33.294,111.19405648154228
2025-04-10T19:09:33.394,142.0756304673132
2025-04-10T19:09:33.493,131.48773270738712
2025-04-10T19:09:33.594,106.21999647699717
2025-04-10T19:09:33.693,80.49209907757964
2025-04-10T19:09:33.795,80.58720609935807
2025-04-10T19:09:33.893,82.63887108363386
2025-04-10T19:09:33.993,92.11083869233481
2025-04-10T19:09:34.093,190.91112838428344
2025-04-10T19:09:34.193,167.5500034921934
2025-04-10T19:09:34.293,141.56269850893747
2025-04-10T19:09:34.393,
2025-04-10T19:09:34.494,75.79323388223963
2025-04-10T19:09:34.594,88.83704043259307
2025-04-10T19:09:34.695,89.31593975044173
2025-04-10T19:09:34.793,101.22048875439127
2025-04-10T19:09:34.893,127.99976078917565
2025-04-10T19:09:34.993,147.8564499581457
2025-04-10T19:09:35.093,182.2025981617658
2025-04-10T19:09:35.194,97.9817297359819
2025-04-10T19:09:35.293,85.89358925953726
2025-04-10T19:09:35.393,88.92075067403762
2025-04-10T19:09:35.494,90.74605947214725
2025-04-10T19:09:35.593,188.3256503304268
2025-04-10T19:09:35.693,176.94711748520766
2025-04-10T19:09:35.793,162.51200262385146
2025-04-10T19:09:35.896,132.51044707800082
2025-04-10T19:09:35.993,
2025-04-10T19:09:36.093,88.85216472671983
2025-04-10T19:09:36.193,91.221773676204
2025-04-10T19:09:36.293,95.21540066581393
2025-04-10T19:09:36.393,8.130102354156005
2025-04-10T19:09:36.493,154.571169323719
2025-04-10T19:09:36.595,145.92280471986928
2025-04-10T19:09:36.692,161.56505117707798
2025-04-10T19:09:36.793,90.91735497010927
2025-04-10T19:09:36.893,87.7121594910805
2025-04-10T19:09:36.993,90.0
2025-04-10T19:09:37.093,97.31014088803181
2025-04-10T19:09:37.192,184.1849161251184
2025-04-10T19:09:37.293,174.55966796899446
2025-04-10T19:09:37.391,151.69924423399362
2025-04-10T19:09:37.494,115.27772223555296
2025-04-10T19:09:37.593,92.72631099390628
2025-04-10T19:09:37.694,90.0
2025-04-10T19:09:37.792,94.42757227377271
2025-04-10T19:09:37.892,114.44395478041652
2025-04-10T19:09:37.993,151.11341823308928
2025-04-10T19:09:38.092,169.9920201985587
2025-04-10T19:09:38.192,129.66942186519282
2025-04-10T19:09:38.292,98.00687111585525
2025-04-10T19:09:38.391,89.56748531673261
2025-04-10T19:09:38.492,88.96281845707011
2025-04-10T19:09:38.591,99.65176915593246
2025-04-10T19:09:38.693,187.12501634890177
2025-04-10T19:09:38.791,185.26239539959505
2025-04-10T19:09:38.892,157.93210043758978
2025-04-10T19:09:38.991,136.37483478056942
2025-04-10T19:09:39.091,
2025-04-10T19:09:39.191,89.53592454964152
2025-04-10T19:09:39.291,92.18109879534443
2025-04-10T19:09:39.393,115.84438755456031
2025-04-10T19:09:39.491,145.30484646876604
2025-04-10T19:09:39.592,175.8150838748816
2025-04-10T19:09:39.691,171.34745820888526
2025-04-10T19:09:39.791,109.18972164826013
2025-04-10T19:09:39.891,91.45584380007459
2025-04-10T19:09:39.991,88.35135017938505
2025-04-10T19:09:40.092,97.92344925748479
2025-04-10T19:09:40.191,180.0
2025-04-10T19:09:40.291,196.0735741647464
2025-04-10T19:09:40.391,183.9451862290376
2025-04-10T19:09:40.490,137.62640563829075
2025-04-10T19:09:40.591,106.20902492780796
2025-04-10T19:09:40.690,89.87814932675666
2025-04-10T19:09:40.792,91.89431067166562
2025-04-10T19:09:40.890,116.9276778510405
2025-04-10T19:09:40.991,143.4985588794937
2025-04-10T19:09:41.090,169.11447294534125
2025-04-10T19:09:41.190,176.63353933657018
2025-04-10T19:09:41.290,114.10847725883372
2025-04-10T19:09:41.390,94.82595287710022
2025-04-10T19:09:41.492,89.10083956130991
2025-04-10T19:09:41.590,94.23300934936483
2025-04-10T19:09:41.690,167.6609127216738
2025-04-10T19:09:41.790,189.46232220802565
2025-04-10T19:09:41.889,186.34019174591
2025-04-10T19:09:41.990,150.8323866204222
2025-04-10T19:09:42.089,112.19028889612254
2025-04-10T19:09:42.192,90.34729832610118
2025-04-10T19:09:42.289,90.52042303630337
2025-04-10T19:09:42.390,116.2319399331566
2025-04-10T19:09:42.489,142.3343788014167
2025-04-10T19:09:42.589,166.80938928779315
2025-04-10T19:09:42.689,171.9952711427071
2025-04-10T19:09:42.789,160.97439396243132
2025-04-10T19:09:42.891,99.58107900518907
2025-04-10T19:09:42.989,90.0
2025-04-10T19:09:43.089,91.63786333016058
2025-04-10T19:09:43.189,102.0205883428087
2025-04-10T19:09:43.289,174.28940686250036
2025-04-10T19:09:43.389,205.01689347810003
2025-04-10T19:09:43.489,158.1985905136482
2025-04-10T19:09:43.591,114.53772847657778
2025-04-10T19:09:43.689,93.27323192893196
2025-04-10T19:09:43.790,89.90748205411836
2025-04-10T19:09:43.889,93.01988101078152
2025-04-10T19:09:43.989,142.00126755749534
2025-04-10T19:09:44.089,162.52522574374433
2025-04-10T19:09:44.189,172.09283729704157
2025-04-10T19:09:44.291,163.30075576600638
2025-04-10T19:09:44.389,95.03194479404637
2025-04-10T19:09:44.490,91.65366616638083
2025-04-10T19:09:44.589,89.41891363450817
2025-04-10T19:09:44.689,93.57676358589721
2025-04-10T19:09:44.789,143.8100113352713
2025-04-10T19:09:44.889,140.43000484285284
2025-04-10T19:09:44.991,125.53767779197436
2025-04-10T19:09:45.089,94.51398845800126
2025-04-10T19:09:45.189,94.59593384801714
2025-04-10T19:09:45.289,89.49990322039996
2025-04-10T19:09:45.389,89.25628395437421
2025-04-10T19:09:45.489,141.1155035662854
2025-04-10T19:09:45.589,161.34211152588043
2025-04-10T19:09:45.690,167.0053832080835
2025-04-10T19:09:45.789,164.38901146632037
2025-04-10T19:09:45.889,141.22582906442577
2025-04-10T19:09:45.988,92.22141592950162
2025-04-10T19:09:46.088,90.28968051695075
2025-04-10T19:09:46.188,87.92728955618026
2025-04-10T19:09:46.288,91.93643915792967
2025-04-10T19:09:46.390,31.933183885313504
2025-04-10T19:09:46.488,55.73301433870466
2025-04-10T19:09:46.589,97.89288788600639
2025-04-10T19:09:46.688,88.76686212063909
2025-04-10T19:09:46.788,90.34323294414683
2025-04-10T19:09:46.890,91.90492708053833
2025-04-10T19:09:46.990,140.65948184016247
2025-04-10T19:09:47.091,163.57069854846662
2025-04-10T19:09:47.190,173.82982490497042
2025-04-10T19:09:47.290,165.61860540890942
2025-04-10T19:09:47.390,144.1966558916289
2025-04-10T19:09:47.490,91.97020871952839
2025-04-10T19:09:47.587,89.4437500996272
2025-04-10T19:09:47.688,85.60129464500446
2025-04-10T19:09:47.789,91.80836027036345
2025-04-10T19:09:47.888,103.08997068460654
2025-04-10T19:09:47.988,114.70299720063615
2025-04-10T19:09:48.087,110.03926261518347
2025-04-10T19:09:48.187,52.4314079711725
2025-04-10T19:09:48.287,90.37480818987251
2025-04-10T19:09:48.387,90.51681801460494
2025-04-10T19:09:48.488,93.30247538528407
2025-04-10T19:09:48.587,163.8724241740402
2025-04-10T19:09:48.687,170.6553280979003
2025-04-10T19:09:48.787,169.01934998982645
2025-04-10T19:09:48.887,140.76263288659845
2025-04-10T19:09:48.987,90.44324824754466
2025-04-10T19:09:49.087,90.18102862917485
2025-04-10T19:09:49.189,89.29268063145574
2025-04-10T19:09:49.287,95.51573390921529
2025-04-10T19:09:49.387,114.4433354276974
2025-04-10T19:09:49.487,146.30993247402023
2025-04-10T19:09:49.587,141.9032432975591
2025-04-10T19:09:49.687,88.65363584834118
2025-04-10T19:09:49.787,90.0
2025-04-10T19:09:49.888,89.42471277439141
2025-04-10T19:09:49.987,97.32703342858822
2025-04-10T19:09:50.087,162.15979569229648
2025-04-10T19:09:50.187,168.6900675259798
2025-04-10T19:09:50.287,162.57013718233216
2025-04-10T19:09:50.387,142.6960517220166
2025-04-10T19:09:50.487,112.7965214679426
2025-04-10T19:09:50.588,85.08343399398997
2025-04-10T19:09:50.686,94.54804240912542
2025-04-10T19:09:50.787,103.83058449853876
2025-04-10T19:09:50.886,121.3286928678042
2025-04-10T19:09:50.986,151.60755681679885
2025-04-10T19:09:51.086,124.40571054152211
2025-04-10T19:09:51.186,95.44184807827668
2025-04-10T19:09:51.288,89.51038016309349
2025-04-10T19:09:51.386,92.81781895232209
2025-04-10T19:09:51.486,99.75095850967728
2025-04-10T19:09:51.586,162.95096902789018
2025-04-10T19:09:51.686,171.6897228324759
2025-04-10T19:09:51.786,162.0720802379928
2025-04-10T19:09:51.886,141.24191434741505
2025-04-10T19:09:51.988,110.22485943116808
2025-04-10T19:09:52.086,81.95710576649469
2025-04-10T19:09:52.186,89.310612318843
2025-04-10T19:09:52.286,105.82430098275378
2025-04-10T19:09:52.386,132.13360768710547
2025-04-10T19:09:52.486,149.5695407543579
2025-04-10T19:09:52.586,145.2736208644891
2025-04-10T19:09:52.687,104.4959661167688
2025-04-10T19:09:52.786,90.38234802403942
2025-04-10T19:09:52.886,92.03766719042855
2025-04-10T19:09:52.986,100.9861382893274
2025-04-10T19:09:53.086,167.4711922908485
2025-04-10T19:09:53.186,167.957424857115
2025-04-10T19:09:53.285,157.47943439710312
2025-04-10T19:09:53.387,132.87890360333856
2025-04-10T19:09:53.485,104.19109654902398
2025-04-10T19:09:53.586,87.55106671260963
2025-04-10T19:09:53.685,98.13010235415598
2025-04-10T19:09:53.785,108.08499872305163
2025-04-10T19:09:53.885,128.20584053648614
2025-04-10T19:09:53.985,157.9110691953407
2025-04-10T19:09:54.087,137.89661238545514
2025-04-10T19:09:54.185,107.93885312978527
2025-04-10T19:09:54.285,88.82545414061636
2025-04-10T19:09:54.385,89.68916957812925
2025-04-10T19:09:54.485,96.02518594255045
2025-04-10T19:09:54.585,114.00403045444538
2025-04-10T19:09:54.685,163.68614757373945
2025-04-10T19:09:54.786,154.0934920004856
2025-04-10T19:09:54.885,125.21759296819272
2025-04-10T19:09:54.985,98.49855887949369
2025-04-10T19:09:55.085,86.29767930448416
2025-04-10T19:09:55.185,94.69091921348635
2025-04-10T19:09:55.285,109.83960141426745
2025-04-10T19:09:55.385,134.25166948975183
2025-04-10T19:09:55.486,152.685179975018
2025-04-10T19:09:55.584,135.48384775986995
2025-04-10T19:09:55.685,106.31721080513249
2025-04-10T19:09:55.785,85.66296948653253
2025-04-10T19:09:55.885,88.38944610996842
2025-04-10T19:09:55.985,95.96077861060549
2025-04-10T19:09:56.084,117.22879679005112
2025-04-10T19:09:56.186,164.43848967467153
2025-04-10T19:09:56.284,147.92599912470595
2025-04-10T19:09:56.385,121.92087621993318
2025-04-10T19:09:56.484,94.91656600601004
2025-04-10T19:09:56.584,84.08311904056876
2025-04-10T19:09:56.684,92.90532907497084
2025-04-10T19:09:56.786,114.90369862999134
2025-04-10T19:09:56.888,139.2965368488424
2025-04-10T19:09:56.986,145.18757150517698
2025-04-10T19:09:57.086,126.89239906147805
2025-04-10T19:09:57.186,101.28570105546419
2025-04-10T19:09:57.286,83.14167992658199
2025-04-10T19:09:57.386,86.37697000157725
2025-04-10T19:09:57.485,98.5347830175443
2025-04-10T19:09:57.585,119.86005626713381
2025-04-10T19:09:57.686,161.1139126302907
2025-04-10T19:09:57.784,139.72013693104356
2025-04-10T19:09:57.884,115.2405292647868
2025-04-10T19:09:57.984,88.18364976841794
2025-04-10T19:09:58.084,82.16581397861918
2025-04-10T19:09:58.184,88.47970665711934
2025-04-10T19:09:58.285,114.33142925323492
2025-04-10T19:09:58.383,136.7280337412812
2025-04-10T19:09:58.484,140.94083841018985
2025-04-10T19:09:58.583,121.96886759419927
2025-04-10T19:09:58.683,98.10233559720011
2025-04-10T19:09:58.784,79.6285621355136
2025-04-10T19:09:58.883,83.52422376702913
2025-04-10T19:09:58.985,97.92911581629639
2025-04-10T19:09:59.082,119.33890379187511
2025-04-10T19:09:59.184,133.55592002222585
2025-04-10T19:09:59.283,135.0
2025-04-10T19:09:59.382,106.2940474565989
2025-04-10T19:09:59.483,86.81713854638635
2025-04-10T19:09:59.583,81.12480013084667
2025-04-10T19:09:59.684,93.10982860517687
2025-04-10T19:09:59.782,108.79508121381818
2025-04-10T19:09:59.883,133.0729943659344
2025-04-10T19:09:59.982,133.34059042991694
2025-04-10T19:10:00.082,111.93312206507932
2025-04-10T19:10:00.183,89.0284127870914
2025-04-10T19:10:00.283,77.30178335941443
2025-04-10T19:10:00.384,83.24443818802145
2025-04-10T19:10:00.482,97.6844433695073
2025-04-10T19:10:00.583,118.76751202456465
2025-04-10T19:10:00.683,147.17145820858747
2025-04-10T19:10:00.784,120.96375653207352
2025-04-10T19:10:00.882,101.92932217723832
2025-04-10T19:10:00.983,84.27790462717165
2025-04-10T19:10:01.084,67.94893728092327
2025-04-10T19:10:01.183,93.81407483429037
2025-04-10T19:10:01.283,117.82409638425328
2025-04-10T19:10:01.383,146.6893691754392
2025-04-10T19:10:01.483,124.16830781747103
2025-04-10T19:10:01.582,105.18757637200318
2025-04-10T19:10:01.682,86.9889567747461
2025-04-10T19:10:01.784,74.85966290624448
2025-04-10T19:10:01.884,83.57455630612415
2025-04-10T19:10:01.984,97.33572284008959
2025-04-10T19:10:02.083,118.13578878487567
2025-04-10T19:10:02.182,120.43825166381227
2025-04-10T19:10:02.282,116.2319399331566
2025-04-10T19:10:02.382,95.00064459755843
2025-04-10T19:10:02.488,83.47016304007236
2025-04-10T19:10:02.581,69.77514056883193
2025-04-10T19:10:02.682,93.01278750418334
2025-04-10T19:10:02.781,119.56035446468071
2025-04-10T19:10:02.881,146.50481532625884
2025-04-10T19:10:02.981,114.39905307429385
2025-04-10T19:10:03.081,95.37245032218152
2025-04-10T19:10:03.183,80.69700225780184
2025-04-10T19:10:03.281,74.38011455383365
2025-04-10T19:10:03.381,86.8530672788051
2025-04-10T19:10:03.481,96.84624164360127
2025-04-10T19:10:03.581,111.12397250405793
2025-04-10T19:10:03.681,129.80557109226518
2025-04-10T19:10:03.781,106.6992442339936
2025-04-10T19:10:03.883,91.41442321140217
2025-04-10T19:10:03.981,80.45424753527006
2025-04-10T19:10:04.081,72.64597536373867
2025-04-10T19:10:04.180,93.85680098558984
2025-04-10T19:10:04.281,119.98163936884932
2025-04-10T19:10:04.381,146.915147071265
2025-04-10T19:10:04.481,105.30485456576861
2025-04-10T19:10:04.583,90.0
2025-04-10T19:10:04.681,79.31693692579856
2025-04-10T19:10:04.781,73.95464629212039
2025-04-10T19:10:04.881,82.44322770131937
2025-04-10T19:10:04.981,96.06268882798966
2025-04-10T19:10:05.081,108.93127756813044
2025-04-10T19:10:05.181,112.87366519062672
2025-04-10T19:10:05.282,100.85641334806223
2025-04-10T19:10:05.380,85.12072621699328
2025-04-10T19:10:05.482,60.49927537650084
2025-04-10T19:10:05.580,78.82616175818528
2025-04-10T19:10:05.680,97.1250163489018
2025-04-10T19:10:05.780,119.91364599153488
2025-04-10T19:10:05.880,110.315543609483
2025-04-10T19:10:05.983,98.418235091819
2025-04-10T19:10:06.080,83.82446110897781
2025-04-10T19:10:06.181,76.42770989663434
2025-04-10T19:10:06.280,77.69487608182355
2025-04-10T19:10:06.380,86.56608262788791
2025-04-10T19:10:06.480,95.06999702456307
2025-04-10T19:10:06.580,125.34010692155766
2025-04-10T19:10:06.682,107.68439202655776
2025-04-10T19:10:06.780,96.1886159632416
2025-04-10T19:10:06.880,82.6004053401129
2025-04-10T19:10:06.980,65.32313682966294
2025-04-10T19:10:07.080,81.67434966957316
2025-04-10T19:10:07.180,92.0700306530411
2025-04-10T19:10:07.280,119.19748604606448
2025-04-10T19:10:07.381,100.0703930950311
2025-04-10T19:10:07.480,90.67507555983546
2025-04-10T19:10:07.580,78.09904854242397
2025-04-10T19:10:07.680,71.94582652774578
2025-04-10T19:10:07.780,79.20425090798246
2025-04-10T19:10:07.880,89.06610959614237
2025-04-10T19:10:07.979,99.82474130320958
2025-04-10T19:10:08.081,113.7203955723046
2025-04-10T19:10:08.180,100.61965527615511
2025-04-10T19:10:08.280,86.5106750942036
2025-04-10T19:10:08.379,67.91282839677164
2025-04-10T19:10:08.479,69.60512391795162
2025-04-10T19:10:08.579,82.78573796079323
2025-04-10T19:10:08.679,101.43368126542669
2025-04-10T19:10:08.781,98.8449048906117
2025-04-10T19:10:08.879,96.11248660980922
2025-04-10T19:10:08.979,85.40368639879563
2025-04-10T19:10:09.079,76.57016106375961
2025-04-10T19:10:09.179,75.76501134086105
2025-04-10T19:10:09.279,80.3744596848914
2025-04-10T19:10:09.379,92.28932143495621
2025-04-10T19:10:09.480,93.08624503556018
2025-04-10T19:10:09.579,112.21759426951832
2025-04-10T19:10:09.679,95.1944289077348
2025-04-10T19:10:09.779,80.07375449334829
2025-04-10T19:10:09.879,70.08359400619092
2025-04-10T19:10:09.979,74.80475147318012
2025-04-10T19:10:10.078,81.17025533209093
2025-04-10T19:10:10.180,97.9269266826896
2025-04-10T19:10:10.279,76.67546873810922
2025-04-10T19:10:10.380,89.32187069689333
2025-04-10T19:10:10.478,80.92677922436465
2025-04-10T19:10:10.578,78.69983372351615
2025-04-10T19:10:10.679,78.63012164191383
2025-04-10T19:10:10.778,89.43466403065072
2025-04-10T19:10:10.880,94.46703757279411
2025-04-10T19:10:10.978,117.68106156848523
2025-04-10T19:10:11.078,99.22988624372772
2025-04-10T19:10:11.178,85.81508387488158
2025-04-10T19:10:11.278,72.89727103094764
2025-04-10T19:10:11.378,
2025-04-10T19:10:11.478,85.87240829748828
2025-04-10T19:10:11.580,87.73949808885872
2025-04-10T19:10:11.677,93.03784748373229
2025-04-10T19:10:11.779,90.58818098321925
2025-04-10T19:10:11.878,84.26321688614404
2025-04-10T19:10:11.979,83.0238782542934
2025-04-10T19:10:12.078,81.5790361451984
2025-04-10T19:10:12.178,86.15243752334976
2025-04-10T19:10:12.279,89.50206834324005
2025-04-10T19:10:12.378,93.94556189040014
2025-04-10T19:10:12.478,114.88036685918168
2025-04-10T19:10:12.578,95.26239539959512
2025-04-10T19:10:12.678,75.79323388223963
2025-04-10T19:10:12.778,
2025-04-10T19:10:12.877,77.76388849058367
2025-04-10T19:10:12.979,87.07927847899961
2025-04-10T19:10:13.077,85.86532862626358
2025-04-10T19:10:13.179,90.81962564932739
2025-04-10T19:10:13.277,90.17501396010593
2025-04-10T19:10:13.378,83.19751796376171
2025-04-10T19:10:13.477,83.31202212362223
2025-04-10T19:10:13.578,81.72394198808014
2025-04-10T19:10:13.680,88.31068295071744
2025-04-10T19:10:13.778,90.0
2025-04-10T19:10:13.879,93.13710483786193
2025-04-10T19:10:13.977,101.02345596374316
2025-04-10T19:10:14.077,81.67434966957316
2025-04-10T19:10:14.178,62.14034930475773
2025-04-10T19:10:14.277,45.0
2025-04-10T19:10:14.379,80.85835977647511
2025-04-10T19:10:14.477,80.42577211490817
2025-04-10T19:10:14.578,87.8394432088269
2025-04-10T19:10:14.677,90.82072140720368
2025-04-10T19:10:14.777,89.34030183565636
2025-04-10T19:10:14.877,79.58900049494655
2025-04-10T19:10:14.978,82.6417776149058
2025-04-10T19:10:15.079,93.14698132163944
2025-04-10T19:10:15.178,90.55765645950551
2025-04-10T19:10:15.278,93.41953182861383
2025-04-10T19:10:15.376,92.61176359211551
2025-04-10T19:10:15.478,90.0
2025-04-10T19:10:15.577,69.44395478041653
2025-04-10T19:10:15.678,53.70737027152042
